Unnamed: 0,Tank Failure Pressure (bar),Liquid Ratio,Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
10291,35.7,0.89,1.81,8,1,1.42,0.19,340.34,369.3,7,9,4,0.59,25,Subcooled,37.9,-1,152,5,1,8.55,3.2,0.5,0.082659855
10292,35.56,0.9,1.8,7.99,1.01,1.39,0.21,339.04,368.46,7,9,4,0.61,25,Subcooled,37.9,-1,152,6,1,8.55,3.2,2.3,0.074309081
10293,35.81,0.9,1.79,8.01,0.99,1.38,0.21,339.8,368.64,7,9,4,0.59,25,Subcooled,37.9,-1,152,7,1,8.55,7.5,-1.3,0.062508538
10294,35.92,0.9,1.79,7.99,0.98,1.39,0.2,340.22,368.89,7,9,4,0.6,25,Subcooled,37.9,-1,152,8,1,8.55,7.5,0.5,0.051171523
10295,35.91,0.89,1.78,8.01,1.01,1.4,0.19,340.08,369.39,7,9,4,0.58,25,Subcooled,37.9,-1,152,9,1,8.55,7.5,2.3,0.08932972
10296,35.78,0.9,1.8,7.99,1.01,1.41,0.21,339.53,368.46,7,9,4,0.59,25,Subcooled,37.9,-1,152,10,2,7.85,-1.1,-1.3,0.99453557
10297,35.64,0.9,1.8,8.01,0.98,1.42,0.19,339.5,368.66,7,9,4,0.59,25,Subcooled,37.9,-1,152,11,2,7.85,-1.1,0.5,0.96045935
10298,35.69,0.89,1.82,7.98,0.99,1.41,0.18,340.04,368.25,7,9,4,0.59,25,Subcooled,37.9,-1,152,12,2,7.85,-1.1,2.3,0.61935383
10299,35.85,0.89,1.82,8,1,1.41,0.18,339.81,368.55,7,9,4,0.59,25,Subcooled,37.9,-1,152,13,2,7.85,3.2,-1.3,0.81166649
10300,35.79,0.89,1.79,7.98,1.02,1.42,0.2,339.73,368.68,7,9,4,0.59,25,Subcooled,37.9,-1,152,14,2,7.85,3.2,0.5,0.77008104
10301,35.63,0.89,1.78,8.01,1,1.4,0.21,339.93,368.17,7,9,4,0.58,25,Subcooled,37.9,-1,152,15,2,7.85,3.2,2.3,0.45104665
10302,35.6,0.89,1.78,8.01,1.02,1.4,0.19,340.32,368.93,7,9,4,0.6,25,Subcooled,37.9,-1,152,16,2,7.85,7.5,-1.3,0.40744483
10303,35.66,0.9,1.81,7.99,1.02,1.41,0.2,339.35,369.11,7,9,4,0.6,25,Subcooled,37.9,-1,152,17,2,7.85,7.5,0.5,0.38508824
10304,35.7,0.9,1.8,7.99,1,1.38,0.19,341.07,368.75,7,9,4,0.62,25,Subcooled,37.9,-1,152,18,2,7.85,7.5,2.3,0.21262881
10305,35.75,0.89,1.8,7.98,0.98,1.41,0.21,340.15,369.02,7,9,4,0.58,25,Subcooled,37.9,-1,152,19,3,8.2,-1.35,-1.3,0.47666398
10306,35.94,0.9,1.8,7.98,0.99,1.41,0.18,340.45,368.72,7,9,4,0.58,25,Subcooled,37.9,-1,152,20,3,8.2,-1.35,0.5,0.46907645
10307,35.71,0.89,1.82,8,1.01,1.4,0.22,339.79,368.99,7,9,4,0.62,25,Subcooled,37.9,-1,152,21,3,8.2,-1.35,2.3,0.3476702
10308,35.91,0.9,1.81,8.01,0.99,1.4,0.21,340.12,368.09,7,9,4,0.61,25,Subcooled,37.9,-1,152,22,4,8.2,-1.1,2.6,0.29870498
10309,35.77,0.89,1.82,8,1.01,1.42,0.21,341.32,368.06,7,9,4,0.61,25,Subcooled,37.9,-1,152,23,4,8.2,3.2,2.6,0.21328601
10310,35.8,0.89,1.81,7.98,0.98,1.38,0.2,338.13,368.86,7,9,4,0.59,25,Subcooled,37.9,-1,152,24,4,8.2,7.5,2.6,0.12625234
10311,36.13,0.89,1.79,8.01,1,1.42,0.19,338.9,369,7,9,4,0.6,25,Subcooled,37.9,-1,152,25,5,8.2,7.75,-1.3,0.15762484
10312,35.75,0.89,1.79,7.98,1,1.38,0.22,340.4,368.69,7,9,4,0.59,25,Subcooled,37.9,-1,152,26,5,8.2,7.75,0.5,0.154091
10313,35.82,0.89,1.79,8.01,1,1.4,0.2,339.47,368.85,7,9,4,0.59,25,Subcooled,37.9,-1,152,27,5,8.2,7.75,2.3,0.12362617
10314,15.69,0.57,0.58,8.4,2.4,1.21,1.2,552.36,377.7,11,9,9,1.01,15,Superheated,37.9,-1,152,1,1,12.35,-1.3,-1.6,0.17457652
10315,15.82,0.57,0.61,8.39,2.42,1.21,1.22,552.66,377.97,11,9,9,0.99,15,Superheated,37.9,-1,152,2,1,12.35,-1.3,2.7,0.17404851
10316,15.85,0.57,0.59,8.41,2.41,1.21,1.2,552.45,378.2,11,9,9,0.99,15,Superheated,37.9,-1,,3,1,12.35,-1.3,7,0.15876332
10317,15.49,0.57,0.6,8.39,2.39,1.21,1.22,553.57,377.21,11,9,9,1,15,Superheated,37.9,-1,152,4,1,12.35,3,-1.6,0.088645421
10318,15.96,0.56,0.6,8.42,2.41,1.2,1.21,552.61,377.33,11,9,9,0.99,15,Superheated,37.9,-1,152,5,1,12.35,3,2.7,0.0886482
10319,15.65,0.56,0.59,8.41,2.38,1.19,1.21,552.68,377.16,11,9,9,0.99,15,Superheated,37.9,-1,152,6,1,12.35,3,7,0.06141397
10320,15.86,0.56,0.59,8.41,2.4,1.21,1.2,553.22,377.55,11,9,9,0.99,15,Superheated,37.9,-1,152,7,1,12.35,7.3,-1.6,0.071404301
10321,15.68,0.57,0.6,8.39,2.41,1.21,1.19,552.36,376.9,11,9,9,0.98,15,Superheated,37.9,-1,152,8,1,12.35,7.3,2.7,0.066013344
10322,15.59,0.57,0.6,8.42,2.4,1.19,1.22,552.43,377.57,11,9,9,1,15,Superheated,37.9,-1,152,9,1,12.35,7.3,7,0.08436504
10323,15.79,0.56,0.6,8.39,2.4,1.21,1.21,551.86,377.88,11,9,9,0.99,15,Superheated,37.9,-1,152,10,2,11.25,-1.3,-1.6,1.3746969
10324,15.75,0.57,0.61,8.4,2.4,1.21,1.21,553.03,377.23,11,9,9,1,15,Superheated,37.9,-1,152,11,2,11.25,-1.3,2.7,1.1420214
10325,15.64,0.57,0.59,8.39,2.39,1.21,1.18,553.36,377.5,11,9,9,1,15,Superheated,37.9,-1,152,12,2,11.25,-1.3,7,0.61960131
10326,15.61,0.57,0.6,8.4,2.38,1.21,1.19,552.83,377.11,11,9,9,1,15,Superheated,37.9,-1,152,13,2,11.25,3,-1.6,1.0909628
10327,15.76,0.57,0.6,8.4,2.39,1.2,1.19,553.2,377.99,11,9,9,0.98,15,Superheated,37.9,-1,152,14,2,11.25,3,2.7,0.86937869
10328,15.81,0.56,0.58,8.41,2.4,1.19,1.21,553.53,377.01,11,9,9,1.01,15,Superheated,37.9,-1,152,15,2,11.25,3,7,0.50476271
10329,15.74,0.56,0.6,8.4,2.4,1.19,1.19,553.96,377.34,11,9,9,1,15,Superheated,37.9,-1,152,16,2,11.25,7.3,-1.6,0.66194117
10330,15.76,0.56,0.6,8.41,2.4,1.2,1.19,552.67,377.63,11,9,9,0.99,15,Superheated,37.9,-1,152,17,2,11.25,7.3,2.7,0.50216877
10331,15.85,0.57,0.58,8.4,2.4,1.21,1.21,553.67,377.67,11,9,9,1,15,Superheated,37.9,-1,152,18,2,11.25,7.3,7,0.31586808
10332,15.63,0.57,0.59,8.41,2.39,1.18,1.22,553.67,377.52,11,9,9,1.01,15,Superheated,37.9,-1,152,19,3,11.8,-1.55,-1.6,0.69957632
10333,15.65,0.56,0.59,8.42,2.38,1.21,1.18,552.64,377.35,11,9,9,0.99,15,Superheated,37.9,-1,152,20,3,11.8,-1.55,2.7,0.62716401
10334,15.6,0.56,0.6,8.38,2.4,1.21,1.19,552.49,377.17,11,9,9,1,15,Superheated,37.9,-1,152,21,3,11.8,-1.55,7,0.35943887
10335,15.83,0.57,0.59,8.41,2.42,1.19,1.2,552.4,377.81,11,9,9,1.02,15,Superheated,37.9,-1,152,22,4,11.8,-1.3,7.3,0.27522644
10336,15.54,0.56,0.62,8.41,2.42,1.22,1.19,551.8,377.12,11,9,9,0.98,15,Superheated,37.9,-1,152,23,4,11.8,3,7.3,0.18324639
10337,1724.441871,0.56,0.58,8.39,2.41,1.2,1.18,551.93,377,11,9,9,0.98,15,Superheated,37.9,-1,152,24,4,11.8,7.3,7.3,0.1422386
10338,15.69,0.56,0.59,8.41,2.41,1.2,1.2,552.38,377.14,11,9,9,1.01,15,Superheated,37.9,-1,152,25,5,11.8,7.55,-1.6,0.23772463
10339,15.71,0.57,0.6,8.41,2.42,1.18,1.21,552.89,376.89,11,9,9,1,15,Superheated,37.9,-1,152,26,5,11.8,7.55,2.7,0.20224063
10340,15.73,0.57,0.61,8.38,2.4,1.21,1.2,553.07,377.7,11,9,9,0.99,15,Superheated,37.9,-1,152,27,5,11.8,7.55,7,0.13834797
10341,36.65,0.58,2.4,2.99,1.42,1.39,0.58,411.2,313.19,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,1,1,8.45,-2.6,-1.5,0.14664449
10342,36.5,0.58,2.4,2.99,1.38,1.41,0.6,412.25,313.27,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,2,1,8.45,-2.6,1.8,0.14590766
10343,36.59,0.58,2.42,3.02,1.41,1.39,0.61,412.69,312.59,5,6,7,2.22,2,Subcooled,42.5,-42,96.7,3,1,8.45,-2.6,5.1,0.13866331
10344,36.61,0.57,2.39,3.01,1.39,1.41,0.62,412.61,313.22,5,6,7,2.19,2,Subcooled,42.5,-42,96.7,4,1,8.45,0.2,-1.5,0.14076249
10345,36.48,0.57,2.39,3.01,1.38,1.39,0.62,412.01,312.75,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,5,1,8.45,0.2,1.8,0.16420525
10346,36.47,0.57,2.41,2.99,1.4,1.39,0.61,411.79,313.09,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,6,1,8.45,0.2,5.1,0.10356999
10347,36.41,0.58,2.4,3,1.41,1.41,0.6,413.8,313.38,5,6,7,2.2,2,Subcooled,42.5,-42,96.7,7,1,8.45,3,-1.5,0.098521188
10348,36.3,0.58,2.39,3,1.41,1.41,0.61,412.74,313.6,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,8,1,8.45,3,1.8,0.09449324
10349,36.43,0.58,2.41,3.01,1.4,1.39,0.61,410.53,312.71,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,9,1,8.45,3,5.1,0.13295819
10350,36.41,0.57,2.4,3.01,1.4,1.38,0.6,412.61,313.47,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,10,2,6.15,-2.6,-1.5,1.7216617
10351,36.57,0.58,2.4,3.01,1.4,1.39,0.6,410.91,313.79,5,6,7,2.22,2,Subcooled,42.5,-42,96.7,11,2,6.15,-2.6,1.8,0.75469428
10352,36.51,0.58,2.42,3,1.41,1.39,0.61,411.72,313.26,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,12,2,6.15,-2.6,5.1,0.84949237
10353,36.54,0.58,2.38,2.99,1.39,1.39,0.59,413.32,313.48,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,13,2,6.15,0.2,-1.5,2.1539905
10354,36.61,0.58,2.38,2.99,1.41,1.42,0.6,412.35,313.49,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,14,2,6.15,0.2,1.8,0.97187823
10355,36.27,0.57,2.4,3.01,1.39,1.41,0.62,412.23,313.08,5,6,7,2.2,2,Subcooled,42.5,-42,96.7,15,2,6.15,0.2,5.1,0.9463557
10356,36.6,0.57,2.42,2.98,1.41,1.39,0.61,411.93,313.18,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,16,2,6.15,3,-1.5,1.5764886
10357,36.7,0.58,2.42,3.01,1.38,1.38,0.59,411.97,312.8,5,6,7,2.22,2,Subcooled,42.5,-42,96.7,17,2,6.15,3,1.8,0.71738815
10358,36.74,0.57,2.4,3.01,1.41,1.41,0.6,410.99,313.16,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,18,2,6.15,3,5.1,0.81966335
10359,36.46,0.58,2.41,3,1.42,1.39,0.58,411.52,313.57,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,19,3,7.3,-2.85,-1.5,0.41544396
10360,36.38,0.58,2.39,3,1.41,1.42,0.58,412.36,313.27,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,20,3,7.3,-2.85,1.8,0.37452441
10361,36.47,0.57,2.41,3.01,1.39,1.4,0.6,411.41,313.01,5,6,7,2.19,2,Subcooled,42.5,-42,96.7,21,3,7.3,-2.85,5.1,0.3004978
10362,36.52,0.58,2.39,3.01,1.38,1.39,0.61,412.23,312.84,5,6,7,2.21,2,Subcooled,42.5,-42,96.7,22,4,7.3,-2.6,5.4,0.28460288
10363,36.41,0.57,2.4,3.01,1.38,1.38,0.62,410.76,313.21,5,6,7,2.19,2,Subcooled,42.5,-42,96.7,23,4,7.3,0.2,5.4,0.23944496
10364,36.36,0.57,2.41,2.98,1.39,1.39,0.59,413.18,313.4,5,6,7,2.22,2,Subcooled,42.5,-42,96.7,24,4,7.3,3,5.4,0.27290362
10365,36.46,0.57,2.39,3,1.41,1.4,0.59,411.29,313.86,5,6,7,2.18,2,Subcooled,42.5,-42,96.7,25,5,7.3,3.25,-1.5,0.37064007
10366,36.63,0.57,2.4,3,1.39,1.4,0.6,411.21,312.58,5,6,7,2.22,2,Subcooled,42.5,-42,96.7,26,5,7.3,3.25,1.8,0.30161041
10367,36.53,0.57,2.42,3.02,1.38,1.41,0.61,412.58,313.45,5,6,7,2.2,2,Subcooled,42.5,-42,96.7,27,5,7.3,3.25,5.1,0.24711506
10368,37.07,0.86,2.38,9.19,1.39,0.18,0.2,452.52,300.43,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,1,1,16.65,3.8,-0.1,0.090632081
10369,37.29,0.86,2.41,9.2,1.42,0.22,0.2,452.2,300.14,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,2,1,16.65,3.8,4.7,0.099181302
10370,37.23,0.86,2.38,9.19,1.42,0.2,0.2,453.08,300.2,13,8,10,2.4,30,Subcooled,42.5,-42,96.7,3,1,16.65,3.8,9.5,0.11273975
10371,37.31,0.86,2.41,9.19,1.38,0.21,0.21,452.54,300.02,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,4,1,16.65,7.6,-0.1,0.041991826
10372,37.17,0.86,2.42,9.19,1.39,0.21,0.18,452.84,299.07,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,5,1,16.65,7.6,4.7,0.044191997
10373,37.22,0.86,2.38,9.18,1.4,0.19,0.19,452.83,299.8,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,6,1,16.65,7.6,9.5,0.056910019
10374,37.29,0.87,2.38,9.19,1.41,0.2,0.19,451.72,300.27,13,8,10,2.38,30,Subcooled,42.5,-42,96.7,7,1,16.65,11.4,-0.1,0.035049342
10375,37.39,0.86,2.39,9.19,1.4,0.2,0.21,452.87,299.08,13,8,10,2.38,30,Subcooled,42.5,-42,96.7,8,1,16.65,11.4,4.7,0.031738747
10376,37.1,0.86,2.4,9.19,1.39,0.18,0.19,452.26,299.8,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,9,1,16.65,11.4,9.5,0.068727277
10377,37.13,0.86,2.42,9.19,1.41,0.21,0.2,451.92,299.44,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,10,2,14.15,3.8,-0.1,0.36341637
10378,37.21,0.86,2.4,9.21,1.38,0.19,0.21,452.66,300.37,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,11,2,14.15,3.8,4.7,0.41885781
10379,37.31,0.86,2.4,9.19,1.39,0.18,0.2,451.08,299.86,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,12,2,14.15,3.8,9.5,0.42451003
10380,37.29,0.86,2.4,9.19,1.4,0.21,0.21,453.42,299.8,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,13,2,14.15,7.6,-0.1,0.28747338
10381,37.32,0.86,2.4,9.18,1.4,0.22,0.22,452.96,300.45,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,14,2,14.15,7.6,4.7,0.34480336
10382,37.21,0.86,2.4,9.2,1.42,0.21,0.2,452.72,300.16,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,15,2,14.15,7.6,9.5,0.38219723
10383,37.19,0.86,2.42,9.19,1.4,0.2,0.21,453.01,300.51,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,16,2,14.15,11.4,-0.1,0.20233326
10384,37.35,0.86,2.41,9.2,1.42,0.21,0.19,451.98,300.04,13,8,10,2.4,30,Subcooled,42.5,-42,96.7,17,2,14.15,11.4,4.7,0.24402668
10385,37.19,0.86,2.38,9.21,1.39,0.19,0.21,452.07,299.6,13,8,10,2.42,30,Subcooled,42.5,-42,96.7,18,2,14.15,11.4,9.5,0.27633435
10386,37.17,0.86,2.41,9.19,1.38,0.18,0.2,453.28,299.39,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,19,3,15.4,3.55,-0.1,0.24478707
10387,37.29,0.86,2.39,9.21,1.4,0.21,0.19,453.18,299.82,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,20,3,15.4,3.55,4.7,0.27688849
10388,37.18,0.86,2.4,9.19,1.39,0.21,0.2,453.4,299.92,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,21,3,15.4,3.55,9.5,0.27310836
10389,37.19,0.86,2.41,9.21,1.39,0.21,0.2,452.33,300.08,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,22,4,15.4,3.8,9.8,0.17489779
10390,37.19,0.86,2.41,9.2,1.41,0.19,0.21,452.47,300.08,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,23,4,15.4,7.6,9.8,0.12446079
10391,37.27,0.86,2.39,9.21,1.4,0.2,0.19,453,300.06,13,8,10,2.39,30,Subcooled,42.5,-42,96.7,24,4,15.4,11.4,9.8,0.10709471
10392,37.12,0.86,2.4,9.21,1.4,0.2,0.2,452.17,300.2,13,8,10,2.4,30,Subcooled,42.5,-42,96.7,25,5,15.4,11.65,-0.1,0.070600741
10393,37.35,0.86,2.39,9.21,1.41,0.22,0.18,452.17,299.06,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,26,5,15.4,11.65,4.7,0.08062432
10394,37.13,0.86,2.39,9.18,1.41,0.21,0.2,453.68,300.01,13,8,10,2.41,30,Subcooled,42.5,-42,96.7,27,5,15.4,11.65,9.5,0.10167708
10395,26.66,0.25,1.6,2.79,1.19,0.59,0.81,371.45,341.97,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,1,1,19.65,-1.2,-0.8,0.096326649
10396,26.63,0.25,1.6,2.78,1.2,0.6,0.79,369.81,342.97,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,2,1,19.65,-1.2,1.5,0.096962243
10397,26.85,0.26,1.59,2.79,1.2,0.59,0.79,372.32,342.44,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,3,1,19.65,-1.2,3.8,0.14281225
10398,26.58,0.25,1.61,2.78,1.21,0.6,0.81,370.63,342.18,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,4,1,19.65,0.6,-0.8,0.089297429
10399,26.78,0.26,1.59,2.8,1.22,0.6,0.78,371.57,342.55,18,4,5,0.82,2,Subcooled,42.5,-42,96.7,5,1,19.65,0.6,1.5,0.10788511
10400,26.79,0.25,1.61,2.79,1.21,0.61,0.8,372.6,342.97,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,6,1,19.65,0.6,3.8,0.085921124
10401,26.56,0.25,1.6,2.81,1.21,0.61,0.81,371.18,342.1,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,7,1,19.65,2.4,-0.8,0.053267617
10402,26.48,0.25,1.61,2.8,1.19,0.59,0.81,371.74,342.63,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,8,1,19.65,2.4,1.5,0.064526729
10403,26.69,0.25,1.62,2.78,1.21,0.61,0.78,372.28,342.42,18,4,5,0.82,2,Subcooled,42.5,-42,96.7,9,1,19.65,2.4,3.8,0.087753415
10404,26.72,0.26,1.61,2.8,1.19,0.59,0.8,371.14,342.25,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,10,2,18.75,-1.2,-0.8,0.39534128
10405,26.55,0.26,1.6,2.81,1.21,0.6,0.78,371.89,342.27,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,11,2,18.75,-1.2,1.5,0.40024507
10406,26.49,0.25,1.6,2.8,1.18,0.6,0.79,372.69,342.22,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,12,2,18.75,-1.2,3.8,0.38303238
10407,26.66,0.25,1.59,2.79,1.21,0.62,0.81,369.99,341.78,18,4,5,0.82,2,Subcooled,42.5,-42,96.7,13,2,18.75,0.6,-0.8,0.31676069
10408,26.65,0.26,1.61,2.8,1.2,0.59,0.82,370.63,341.89,18,4,5,0.81,2,Subcooled,42.5,-42,96.7,14,2,18.75,0.6,1.5,0.3138611
10409,26.52,0.26,1.6,2.82,1.19,0.59,0.81,372.02,341.77,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,15,2,18.75,0.6,3.8,0.27524909
10410,26.66,0.25,1.59,2.79,1.18,0.59,0.81,371.12,341.76,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,16,2,18.75,2.4,-0.8,0.25926635
10411,26.64,0.25,1.62,2.79,1.21,0.62,0.81,371.46,343.04,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,17,2,18.75,2.4,1.5,0.2595371
10412,26.53,0.25,1.6,2.81,1.21,0.59,0.81,371.85,342.06,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,18,2,18.75,2.4,3.8,0.24084684
10413,26.69,0.25,1.6,2.8,1.19,0.6,0.79,370.71,342.02,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,19,3,19.2,-1.45,-0.8,0.26146704
10414,26.68,0.25,1.58,2.79,1.21,0.59,0.78,371.22,342.49,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,20,3,19.2,-1.45,1.5,0.26318619
10415,26.71,0.25,1.58,2.81,1.19,0.61,0.81,372.04,342.39,18,4,5,0.81,2,Subcooled,42.5,-42,96.7,21,3,19.2,-1.45,3.8,0.25609946
10416,26.74,0.26,1.6,2.82,1.21,0.6,0.79,372.02,341.66,18,4,5,0.82,2,Subcooled,42.5,-42,96.7,22,4,19.2,-1.2,4.1,0.21317612
10417,26.59,0.26,1.6,2.8,1.19,0.62,0.81,371.71,342.27,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,23,4,19.2,0.6,4.1,0.14063184
10418,26.41,0.25,1.61,2.78,1.22,0.6,0.82,372.64,342.36,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,24,4,19.2,2.4,4.1,0.13198131
10419,26.75,0.25,1.6,2.81,1.2,0.61,0.81,372.17,342.6,18,4,5,0.79,2,Subcooled,42.5,-42,96.7,25,5,19.2,2.65,-0.8,0.138566
10420,26.6,0.25,1.59,2.81,1.21,0.59,0.78,371.71,342.34,18,4,5,0.78,2,Subcooled,42.5,-42,96.7,26,5,19.2,2.65,1.5,0.13885891
10421,26.53,0.25,1.62,2.81,1.19,0.61,0.8,372.29,342.32,18,4,5,0.8,2,Subcooled,42.5,-42,96.7,27,5,19.2,2.65,3.8,0.13680342
10422,34.95,0.41,1.2,1.4,1.42,1.41,0.8,365.57,301.87,11,8,5,1.01,20,Subcooled,37.9,-1,152,1,1,12.65,0.2,-1.6,0.11708488
10423,34.92,0.41,1.21,1.4,1.39,1.4,0.8,365.68,301.63,11,8,5,0.98,20,Subcooled,37.9,,152,2,1,12.65,0.2,0.7,0.11640635
10424,34.81,0.41,1.19,1.39,1.41,1.4,0.81,366.1,301.7,11,8,5,1.01,20,Subcooled,37.9,-1,152,3,1,12.65,0.2,3,0.14132814
10425,35.07,0.41,1.2,1.39,1.4,1.41,0.81,366.31,302.24,11,8,5,0.98,20,Subcooled,37.9,-1,152,4,1,12.65,4,-1.6,0.063542694
10426,34.98,0.41,1.19,1.4,1.39,1.39,0.8,365.5,302.15,11,8,5,1,20,Subcooled,37.9,-1,152,5,1,12.65,4,0.7,0.080360554
10427,35.09,0.41,1.22,1.38,1.41,1.39,0.82,367,303.13,11,8,5,1.01,20,Subcooled,37.9,-1,152,6,1,12.65,4,3,0.054786213
10428,35.03,0.41,1.19,1.42,1.39,1.38,0.79,366.67,301.71,11,8,5,1.01,20,Subcooled,37.9,-1,152,7,1,12.65,7.8,-1.6,0.048183419
10429,35.14,0.41,1.22,1.39,1.39,1.39,0.8,367.26,,11,8,5,0.99,20,Subcooled,37.9,-1,152,8,1,12.65,7.8,0.7,0.045144178
10430,34.74,0.41,1.21,1.41,1.39,1.41,0.81,367.32,301.72,11,8,5,0.98,20,Subcooled,37.9,-1,152,9,1,12.65,7.8,3,0.069279701
10431,35.11,0.41,1.2,1.39,1.41,1.4,0.8,366.62,301.85,11,8,5,1.01,20,Subcooled,37.9,-1,152,10,2,11.55,0.2,-1.6,0.5898177
10432,34.93,0.41,1.19,1.39,1.41,1.38,0.82,365.98,302.16,11,8,5,1.01,20,Subcooled,37.9,-1,152,11,2,11.55,0.2,0.7,0.56151825
10433,34.86,0.41,1.21,1.41,1.38,1.38,0.79,366.8,302.1,11,8,5,1.01,20,Subcooled,37.9,-1,152,12,2,11.55,0.2,3,0.3801837
10434,34.97,0.41,1.19,1.4,1.39,1.4,0.79,366.57,301.85,11,8,5,0.98,20,subcooled,37.9,-1,152,13,2,11.55,4,-1.6,0.39275602
10435,35.01,0.41,1.21,1.41,1.39,1.42,0.81,365.66,301.73,11,8,5,1.02,20,Subcooled,37.9,-1,152,14,2,11.55,4,0.7,0.3591744
10436,34.98,0.41,1.19,1.42,1.38,1.39,0.81,366.33,301.84,11,8,5,0.99,20,Subcooled,37.9,-1,152,15,2,11.55,4,3,0.22455193
10437,35.12,0.41,1.19,1.4,1.38,1.38,0.81,367.02,301.42,11,8,5,1.02,20,Subcooled,37.9,-1,152,16,2,11.55,7.8,-1.6,0.34144816
10438,34.98,0.41,1.19,1.39,1.39,1.38,0.78,365.36,301.87,11,8,5,1,20,Subcooled,37.9,-1,152,17,2,11.55,7.8,0.7,0.32732332
10439,34.9,0.41,1.21,1.38,1.42,1.41,0.79,367.84,302.08,11,8,5,0.99,20,Subcooled,37.9,-1,152,18,2,11.55,7.8,3,0.23508203
10440,34.88,0.41,1.18,1.41,1.39,1.4,0.82,367.38,301.76,11,8,5,0.98,20,Subcooled,37.9,-1,152,19,3,12.1,-0.05,-1.6,0.38313684
10441,35,0.41,1.19,1.4,1.4,1.38,0.82,365.85,301.73,11,8,5,1,20,Subcooled,37.9,-1,152,20,3,12.1,-0.05,0.7,0.37173951
10442,35.11,0.41,1.18,1.39,1.4,1.38,0.78,365.15,301.43,11,8,5,0.99,20,Subcooled,37.9,-1,152,21,3,12.1,-0.05,3,0.28719464
10443,34.97,0.41,1.2,1.4,1.42,1.42,0.81,366.51,302.06,11,8,5,1.01,20,Subcooled,37.9,-1,152,22,4,12.1,0.2,3.3,0.20551808
10444,34.93,0.41,1.18,1.4,1.4,1.4,0.79,368.05,301.12,11,8,5,0.99,20,Subcooled,37.9,-1,152,23,4,12.1,4,3.3,0.13438302
10445,35.06,0.41,1.21,1.4,1.41,1.42,0.78,366.18,302.03,11,8,5,1.01,20,Subcooled,37.9,-1,152,24,4,12.1,7.8,3.3,0.11279777
